Epoch,Loss,Accuracy
1,2.770081043243408,0.08130559916274202
2,2.7432309985160828,0.12921354439211583
3,2.722293198108673,0.130162000697715
4,2.6982818841934204,0.13258765044479331
5,2.6708954572677612,0.14816631780917494
6,2.64279043674469,0.16535845107273678
7,2.6139119267463684,0.17328405721262863
8,2.5836535692214966,0.18137864120006977
9,2.5534163117408752,0.19425911390197104
10,2.5245376229286194,0.2083551369265655
11,2.498893678188324,0.21762711494854353
12,2.473638594150543,0.22557997557997558
13,2.4498356580734253,0.23131977149834293
14,2.4268620014190674,0.23443223443223443
15,2.404314160346985,0.24056994592708877
16,2.3816214203834534,0.24649507238792953
17,2.3584829568862915,0.25372841444270017
18,2.334389388561249,0.2610162654805512
19,2.3086257576942444,0.2688710099424385
20,2.2807931900024414,0.2773962148962149
21,2.250557839870453,0.28618306296877727
22,2.2176624536514282,0.2932092708878423
23,2.1824451088905334,0.3016908686551544
24,2.1473430395126343,0.3092785190999477
25,2.1103376150131226,0.31729679051107623
26,2.0736767053604126,0.32506977149834293
27,2.0371063947677612,0.33116387580673295
28,2.0010050535202026,0.3367892028606314
29,1.9652547538280487,0.34314495028780745
30,1.9325855672359467,0.3476146869004012
31,1.89969801902771,0.3527821384964242
32,1.8719544112682343,0.35710470085470086
33,1.8446773290634155,0.3618469823826967
34,1.8208633363246918,0.365335557299843
35,1.798884391784668,0.36874236874236876
36,1.7796811759471893,0.3717294610151753
37,1.763431578874588,0.3736154718297575
38,1.7476772367954254,0.37671703296703296
39,1.7340113818645477,0.3779816413744985
40,1.7224119305610657,0.3802873713587999
41,1.7118585407733917,0.38165009593581023
42,1.7009444832801819,0.38420111634397347
43,1.6924221813678741,0.3858472876330019
44,1.684242993593216,0.3869429181929182
45,1.6758537590503693,0.38896520146520147
46,1.669100284576416,0.38970652363509506
47,1.6642883718013763,0.3902134571777429
48,1.6562667787075043,0.3924919326705041
49,1.6505608260631561,0.3940018315018315
50,1.644375503063202,0.3953809087737659
51,1.6387227177619934,0.3968744549101692
52,1.6335924863815308,0.39836255014826444
53,1.6287400126457214,0.39921289028431883
54,1.6244233846664429,0.39999781964067677
55,1.6227515935897827,0.40034122623408336
56,1.616450011730194,0.4019982993197279
57,1.611761212348938,0.4038025466596895
58,1.6071389019489288,0.4055304814233386
59,1.60301274061203,0.4069368131868132
60,1.5991491973400116,0.4075200593057736
61,1.5951173901557922,0.4089863509506367
62,1.5916112661361694,0.4098148874934589
63,1.5886784791946411,0.4104580934938078
64,1.588855654001236,0.4096677132391418
65,1.5832749009132385,0.41174995639281353
66,1.5794303715229034,0.4128510378510378
67,1.5759152173995972,0.4141319989534275
68,1.5724587738513947,0.4152058259201116
69,1.56911039352417,0.4171845020059306
70,1.5659297108650208,0.41784406070120356
71,1.5629761815071106,0.41902145473574043
72,1.5607474148273468,0.4193975667189953
73,1.5595361292362213,0.4197300715157858
74,1.5553311109542847,0.4211582068724926
75,1.5525191724300385,0.4219376853305425
76,1.54941326379776,0.42295700331414615
77,1.5472255945205688,0.4235402494331066
78,1.544852763414383,0.42411804465375896
79,1.5435529947280884,0.42446145124716556
80,1.5401590168476105,0.4252627332984476
81,1.5370846092700958,0.42662000697714986
82,1.5340875685214996,0.4276720303506018
83,1.5327162146568298,0.42786281179138325
84,1.531806617975235,0.4279500261643119
85,1.5282305777072906,0.42930729984301413
86,1.5257859528064728,0.4307190825047968
87,1.5227217376232147,0.43111154718297573
88,1.5203559696674347,0.4317765567765568
89,1.5189016163349152,0.43247427175998604
90,1.5191899538040161,0.43203819989534276
91,1.518680989742279,0.43203819989534276
92,1.5141815543174744,0.4336680184894471
93,1.5107256174087524,0.4354068550497122
94,1.508118361234665,0.4357666143380429
95,1.5059364140033722,0.4366932670504099
96,1.503688633441925,0.4379633263561835
97,1.5012633204460144,0.43867194313622887
98,1.4992230832576752,0.43934240362811794
99,1.4987992644309998,0.43984933717076574
100,1.4974841475486755,0.44078144078144077
101,1.4933596849441528,0.44168083900226757
102,1.4922646582126617,0.4420296964939822
103,1.4893006086349487,0.44380668934240364
104,1.4891834557056427,0.443992019884877
105,1.491562932729721,0.44268925518925517
106,1.4862719774246216,0.4450004360718646
107,1.4846094846725464,0.445976146869004
108,1.480926662683487,0.44751875109017963
109,1.478338360786438,0.448096546310832
110,1.4766808152198792,0.44927394034536894
111,1.474555343389511,0.44992259724402583
112,1.4722807109355927,0.45088195534624104
113,1.4717970788478851,0.45090920983778127
114,1.4729785919189453,0.44979722658294086
115,1.4678159952163696,0.4521247601604744
116,1.4671260714530945,0.45231009070294786
117,1.4638376832008362,0.45411433804290946
118,1.461737334728241,0.4552535757892901
119,1.4602717161178589,0.45564604046746904
120,1.457694262266159,0.4564636752136752
121,1.4568188786506653,0.4562292865864294
122,1.4568849802017212,0.4564854788069074
123,1.4596140086650848,0.45556972789115646
124,1.4522546231746674,0.4589983429269144
125,1.4509746432304382,0.45911826268969125
126,1.4489872753620148,0.4603174603174603
127,1.445659101009369,0.4618927699284842
128,1.4441761076450348,0.46237244897959184
129,1.4427363872528076,0.46291753881039593
130,1.4425640404224396,0.4630974184545613
131,1.443543404340744,0.46233429269143556
132,1.4372215270996094,0.4652777777777778
133,1.4369810223579407,0.4650815454386883
134,1.4339828491210938,0.46665140415140416
135,1.4318313896656036,0.4676707221350079
136,1.4303330779075623,0.46816130298273156
137,1.4286429286003113,0.4691751700680272
138,1.4300058484077454,0.4682594191522763
139,1.427368938922882,0.46949677306820164
140,1.423473745584488,0.47150815454386885
141,1.4228583574295044,0.47194422640851214
142,1.4216344356536865,0.4728000174428746
143,1.4278421700000763,0.47014542996685854
144,1.4196219146251678,0.4735413396127682
145,1.4190859496593475,0.47390654979940694
146,1.4153940379619598,0.4754273504273504
147,1.4123496115207672,0.47630494505494503
148,1.410961925983429,0.47703536542822256
149,1.4089999496936798,0.4780056253270539
150,1.406703382730484,0.4788614163614164
151,1.4052917957305908,0.4795591313448456
152,1.4034994840621948,0.48021869004011863
153,1.4022487103939056,0.48052939124367694
154,1.4036006927490234,0.4799570469213326
155,1.4056907296180725,0.4785071079713937
156,1.3989063501358032,0.4818866649223792
157,1.3978562355041504,0.4825462236176522
158,1.3951768577098846,0.48360369788941215
159,1.3946561813354492,0.4839143990929705
160,1.3910447359085083,0.48586582068724926
161,1.3897905051708221,0.4861111111111111
162,1.3875028491020203,0.4871958398744113
163,1.3880477249622345,0.4863782051282051
164,1.3938403725624084,0.48384898831327405
165,1.3864863812923431,0.4873539159253445
166,1.3857023119926453,0.4872067416710274
167,1.381868839263916,0.48966509680795395
168,1.3795577585697174,0.4908969998255713
169,1.377833604812622,0.4912949154020583
170,1.3756174445152283,0.4927012471655329
171,1.3745423555374146,0.4926794435723007
172,1.3733160495758057,0.4930555555555556
173,1.3744036853313446,0.49266854177568464
174,1.3709864020347595,0.4939549537763823
175,1.3681624233722687,0.49560112506541076
176,1.3673312366008759,0.4957155939298796
177,1.3651982545852661,0.49635334903192047
178,1.3659766912460327,0.4956665358451073
179,1.3654626309871674,0.49550845979417407
180,1.361756592988968,0.4976397610326182
181,1.3612989783287048,0.49799406942264085
182,1.357815533876419,0.4997274550845979
183,1.3559760451316833,0.5004578754578755
184,1.357955425977707,0.49939495028780745
185,1.3558131158351898,0.5001907814407814
186,1.3543433547019958,0.5006650095935811
187,1.3528455197811127,0.5006650095935811
188,1.3483454585075378,0.5034940258154544
189,1.3504356443881989,0.5025074132216989
190,1.3506333827972412,0.5024474533403105
191,1.3465649485588074,0.5040391156462585
192,1.3446661531925201,0.5053146258503401
193,1.3426027595996857,0.5060559480202337
194,1.339873194694519,0.5073096546310832
195,1.33865424990654,0.507554945054945
196,1.3381379842758179,0.5076585121227979
197,1.3398492634296417,0.506628292342578
198,1.3365784585475922,0.5082472091400663
199,1.3383515775203705,0.50768031571603
200,1.3370076417922974,0.5076421594278737
201,1.3315051794052124,0.5104929792429792
202,1.330718845129013,0.5110162654805512
203,1.328523874282837,0.5121391505320076
204,1.3286678791046143,0.5113542211756498
205,1.3261626660823822,0.512580673294959
206,1.3259570896625519,0.5128913744985174
207,1.3241722881793976,0.5135672858887145
208,1.3231277763843536,0.5141123757195186
209,1.3196010887622833,0.5155568637711495
